Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
Jan 2020,SSD,11703111,Western Equatoria,Ibba,first projection,2020-02-01,2020-04-30,3+,9432,0.15
Jan 2020,SSD,11703111,Western Equatoria,Ibba,first projection,2020-02-01,2020-04-30,1,18863,0.3
Jan 2020,SSD,11703111,Western Equatoria,Ibba,first projection,2020-02-01,2020-04-30,2,34583,0.55
Jan 2020,SSD,11703111,Western Equatoria,Ibba,first projection,2020-02-01,2020-04-30,3,9432,0.15
Jan 2020,SSD,11703111,Western Equatoria,Ibba,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ibba,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,all,62878,1.0
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,3+,6288,0.1
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,1,22007,0.35
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,2,34583,0.55
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,3,6288,0.1
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ibba,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,all,81075,1.0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,3+,8108,0.1
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,1,36484,0.45
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,2,36484,0.45
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,3,8108,0.1
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,all,81075,1.0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,3+,12161,0.15
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,1,36484,0.45
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,2,32430,0.4
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,3,12161,0.15
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,all,81075,1.0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,3+,4054,0.05
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,1,48645,0.6
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,2,28376,0.35
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,3,4054,0.05
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nzara,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,all,22072,1.0
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,3+,7725,0.35
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,1,6622,0.3
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,2,7725,0.35
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,3,5518,0.25
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,4,2207,0.1
Jan 2020,SSD,11703111,Western Equatoria,Nagero,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,all,22072,1.0
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,3+,8829,0.4
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,1,4414,0.2
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,2,8829,0.4
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,3,6622,0.3
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,4,2207,0.1
Jan 2020,SSD,11703111,Western Equatoria,Nagero,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,all,22072,1.0
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,3+,9932,0.45
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,1,3311,0.15
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,2,8829,0.4
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,3,7725,0.35
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,4,2207,0.1
Jan 2020,SSD,11703111,Western Equatoria,Nagero,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,all,119490,1.0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,3+,17924,0.15
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,1,53771,0.45
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,2,47796,0.4
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,3,17924,0.15
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,all,119490,1.0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,3+,23898,0.2
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,1,41822,0.35
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,2,53771,0.45
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,3,23898,0.2
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,all,119490,1.0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,3+,5975,0.05
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,1,65720,0.55
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,2,47796,0.4
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,3,5975,0.05
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Ezo,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,all,110431,1.0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,3+,16565,0.15
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,1,44172,0.4
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,2,49694,0.45
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,3,16565,0.15
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,all,110431,1.0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,3+,27608,0.25
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,1,38651,0.35
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,2,44172,0.4
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,3,27608,0.25
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,all,110431,1.0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,3+,5522,0.05
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,1,60737,0.55
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,2,44172,0.4
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,3,5522,0.05
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Tambura,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,all,158961,1.0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,3+,31792,0.2
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,1,55636,0.35
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,2,71532,0.45
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,3,23844,0.15
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,4,7948,0.05
Jan 2020,SSD,11703111,Western Equatoria,Yambio,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,all,158961,1.0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,3+,31792,0.2
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,1,47688,0.3
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,2,79481,0.5
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,3,23844,0.15
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,4,7948,0.05
Jan 2020,SSD,11703111,Western Equatoria,Yambio,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,all,158961,1.0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,3+,15896,0.1
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,1,79481,0.5
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,2,63584,0.4
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,3,15896,0.1
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Yambio,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,all,71586,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,3+,10738,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,1,25055,0.35
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,2,35793,0.5
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,3,10738,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,all,71586,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,3+,10738,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,1,25055,0.35
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,2,35793,0.5
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,3,10738,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,all,71586,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,3+,14317,0.2
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,1,21476,0.3
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,2,35793,0.5
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,3,14317,0.2
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mvolo,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,all,46760,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,3+,7014,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,1,16366,0.35
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,2,23380,0.5
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,3,7014,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,all,46760,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,3+,9352,0.2
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,1,11690,0.25
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,2,25718,0.55
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,3,9352,0.2
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,all,46760,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,3+,4676,0.1
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,1,18704,0.4
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,2,23380,0.5
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,3,4676,0.1
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri west,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,all,95873,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,3+,19175,0.2
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,1,33556,0.35
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,2,43143,0.45
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,3,19175,0.2
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,all,95873,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,3+,23968,0.25
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,1,28762,0.3
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,2,43143,0.45
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,3,23968,0.25
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,all,95873,1.0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,3+,14381,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,1,38349,0.4
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,2,43143,0.45
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,3,14381,0.15
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,4,0,0
Jan 2020,SSD,11703111,Western Equatoria,Mundri east,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,all,235304,1.0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,3+,117652,0.5
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,1,23530,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,2,94122,0.4
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,3,105887,0.45
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,4,11765,0.05
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,all,235304,1.0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,3+,129417,0.55
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,1,23530,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,2,82356,0.35
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,3,105887,0.45
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,4,23530,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,all,235304,1.0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,3+,152948,0.65
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,1,11765,0.05
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,2,70591,0.3
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,3,105887,0.45
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,4,47061,0.2
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil west,second projection,2020-05-01,2020-07-31,5,0,0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,all,79060,1.0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,3+,35577,0.45
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,1,7906,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,2,35577,0.45
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,3,27671,0.35
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,4,7906,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,current,2020-01-01,2020-01-31,5,0,0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,all,79060,1.0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,3+,43483,0.55
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,1,7906,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,2,27671,0.35
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,3,35577,0.45
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,4,7906,0.1
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,first projection,2020-02-01,2020-04-30,5,0,0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,second projection,2020-05-01,2020-07-31,all,79060,1.0
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,second projection,2020-05-01,2020-07-31,3+,47436,0.6
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,second projection,2020-05-01,2020-07-31,1,3953,0.05
Jan 2020,SSD,11703111,Northern Bahr el Ghazal,Aweil centre,second projection,2020-05-01,2020-07-31,2,27671,0.35
